0.13934818327405935,2017-04-13 18:53:42.134850
0.13934818327405935,2017-04-13 18:54:12.169251
0.012478941785736658,2017-04-13 20:09:30.520489
0.012478941785736658,2017-04-13 20:10:00.537432
0.012478941785736658,2017-04-13 20:10:30.572333
0.010399118154780548,2017-04-13 20:11:00.606783
0.010399118154780548,2017-04-13 20:11:30.641299
0.012478941785736658,2017-04-13 20:12:00.675798
0.012478941785736658,2017-04-13 20:12:30.707089
0.008319294523824438,2017-04-13 20:13:00.741714
0.056155238035814965,2017-04-13 20:13:30.776419
0.056155238035814965,2017-04-13 20:14:00.811253
0.05823506166677107,2017-04-13 20:14:30.845703
0.05823506166677107,2017-04-13 20:15:00.880239
0.04575611988103442,2017-04-13 20:15:30.914850
0.056155238035814965,2017-04-13 20:16:00.949417
0.05407541440485886,2017-04-13 20:16:30.984105
0.056155238035814965,2017-04-13 20:17:01.018991
0.056155238035814965,2017-04-13 20:17:31.053606
0.05823506166677107,2017-04-13 20:18:01.088174
0.05823506166677107,2017-04-13 20:18:31.122444
0.056155238035814965,2017-04-13 20:19:01.157354
0.05823506166677107,2017-04-13 20:19:31.191892
0.060314885297727175,2017-04-13 20:20:01.226417
0.060314885297727175,2017-04-13 20:20:31.260950
0.05823506166677107,2017-04-13 20:21:01.295464
0.060314885297727175,2017-04-13 20:21:31.306570
0.05823506166677107,2017-04-13 20:22:01.341377
0.056155238035814965,2017-04-13 20:22:31.375859
0.056155238035814965,2017-04-13 20:23:01.392476
0.056155238035814965,2017-04-13 20:23:31.426957
0.056155238035814965,2017-04-13 20:24:01.461545
0.056155238035814965,2017-04-13 20:24:31.496320
0.056155238035814965,2017-04-13 20:25:01.531219
0.056155238035814965,2017-04-13 20:25:31.566035
0.05823506166677107,2017-04-13 20:26:01.600836
0.056155238035814965,2017-04-13 20:26:31.613393
0.056155238035814965,2017-04-13 20:27:01.648132
0.056155238035814965,2017-04-13 20:27:31.682694
0.056155238035814965,2017-04-13 20:28:01.717218
0.056155238035814965,2017-04-13 20:28:31.751815
0.05407541440485886,2017-04-13 20:29:01.786373
0.056155238035814965,2017-04-13 20:29:31.821057
0.056155238035814965,2017-04-13 20:30:01.856190
0.056155238035814965,2017-04-13 20:30:31.891240
0.056155238035814965,2017-04-13 20:31:01.926317
0.056155238035814965,2017-04-13 20:31:31.961078
0.056155238035814965,2017-04-13 20:32:01.995931
0.05407541440485886,2017-04-13 20:32:32.030817
0.056155238035814965,2017-04-13 20:33:02.065383
